Time,Energy 1,Energy 2,Total,Scatterer,Absorber
78097852,241.299340,383.704574,625.003914,2,6
78163632,280.608169,356.797034,637.405203,1,8
78184093,365.996111,293.891801,659.887913,1,8
78299663,316.095748,363.881556,679.977304,2,7
78379058,241.543134,414.385223,655.928357,3,7
78850848,286.085492,383.529504,669.614996,2,7
78883594,301.501630,383.816074,685.317704,2,5
79083023,270.487666,378.975256,649.462922,3,8
79084193,253.298876,391.663294,644.962170,4,6
79336956,196.145682,452.433716,648.579398,4,6
79819398,248.198343,387.538984,635.737327,1,7
80171966,292.534176,392.606445,685.140621,3,5
80178414,230.860024,403.116591,633.976615,3,5
80398880,252.136011,388.324289,640.460300,3,7
80565132,175.308505,484.766026,660.074532,4,8
80606045,275.489890,376.065395,651.555285,4,6
80746691,245.625750,387.775559,633.401309,2,8
80784433,248.800304,419.814516,668.614820,2,7
81037646,249.865658,443.822364,693.688022,2,6
81209693,226.063642,434.816032,660.879675,1,5
81313510,238.643145,418.423569,657.066714,3,7
81427327,230.984337,456.247709,687.232046,2,6
81444577,286.649129,390.820414,677.469543,3,8
81534308,223.216053,455.338774,678.554827,3,8
81643431,269.988151,400.512944,670.501095,3,6
81950498,254.044222,401.955533,655.999755,4,5
81963761,234.440101,407.756630,642.196731,4,5
81978417,277.406999,374.610397,652.017396,4,6
82142865,440.659814,126.709329,567.369143,4,6
82193166,270.013715,386.022762,656.036477,1,5
82385696,506.966377,148.974737,655.941114,3,5
82537142,217.383059,427.727404,645.110463,1,6
82661393,279.161882,390.063994,669.225876,3,6
82733145,275.470182,373.898814,649.368996,2,8
83006868,231.684386,449.998782,681.683168,1,6
83105293,358.110855,311.843696,669.954551,3,7
83112921,454.561488,210.679543,665.241031,4,8
83256298,241.101806,425.633687,666.735493,2,6
83908653,208.077363,446.628222,654.705585,1,6
83920161,275.559574,389.535613,665.095186,1,7
83969979,231.497206,397.412700,628.909906,1,8
84033141,205.168199,454.985190,660.153389,3,7
84049495,303.103401,391.624244,694.727646,3,6
84133642,281.287189,359.568993,640.856181,2,6
84374360,277.420746,322.031740,599.452487,1,8
84474860,293.059259,401.828923,694.888182,4,7
84483525,261.301303,382.847356,644.148659,4,5
84548860,387.087250,304.211838,691.299088,1,5
84559722,277.268542,389.480865,666.749406,1,7
84649922,224.035019,426.704977,650.739996,4,8
84701254,533.937135,151.109938,685.047072,1,7
84820047,250.162015,421.946724,672.108739,1,7
84945538,386.665368,244.616764,631.282132,1,8
84946827,292.163642,386.361553,678.525195,4,7
85116222,249.055508,395.687474,644.742982,3,7
85117148,244.942754,409.461616,654.404370,2,8
85187946,273.404583,410.135745,683.540328,4,8
85237061,411.050141,304.232664,715.282804,3,6
85344632,213.160778,401.600224,614.761002,4,8
85476631,265.927422,444.379298,710.306719,3,7
85768922,263.889862,360.123530,624.013392,3,6
85942043,256.540450,393.027595,649.568045,2,8
85988902,211.927705,443.295158,655.222864,4,8
86038439,219.723078,429.225330,648.948408,3,7
86077673,279.778962,385.131610,664.910572,4,7
86143639,244.773359,425.754383,670.527742,4,5
86152895,282.002406,398.880783,680.883189,1,6
86197463,261.069316,412.111829,673.181144,2,8
86253954,242.094715,521.712929,763.807645,1,6
86287543,240.156948,425.026883,665.183831,3,7
86611448,286.949034,420.797877,707.746911,4,7
86661493,306.135513,336.384114,642.519627,1,7
86746867,255.639766,396.680105,652.319871,2,5
86982650,278.768292,420.242829,699.011121,2,7
87010528,240.382295,424.023327,664.405622,2,7
87206652,258.792483,349.312910,608.105393,3,6
87339204,239.348945,421.903511,661.252456,3,5
87464542,262.268081,402.867399,665.135480,2,5
87487907,276.308887,385.743987,662.052874,2,8
87560864,256.256256,422.682317,678.938572,4,7
87587707,216.320354,428.465416,644.785771,1,5
87823079,215.453503,434.130344,649.583847,4,8
88301913,268.742624,394.691014,663.433638,2,5
88322859,233.534543,456.070058,689.604600,2,6
88672338,274.110540,389.760278,663.870819,3,5
89010455,270.629348,421.134833,691.764180,3,8
89254424,295.861428,371.301347,667.162775,4,7
89335275,172.323870,484.702224,657.026094,1,7
89501836,244.568017,383.620487,628.188504,4,6
89621043,226.302796,434.485961,660.788757,4,5
89825282,243.258649,389.649934,632.908583,1,7
89956897,246.938712,391.866024,638.804736,3,7
90148739,257.753518,423.911871,681.665389,2,6
90382949,249.236773,420.204282,669.441056,4,6
90422212,200.673170,421.943523,622.616693,4,8
90459018,218.612492,490.312656,708.925147,2,6
90598237,236.570138,407.636353,644.206491,1,5
91645370,199.620657,485.216252,684.836909,4,7
92024414,259.216366,415.184461,674.400827,1,7
92396675,239.594699,437.940974,677.535672,4,8
92681261,219.140816,430.916872,650.057688,3,8
92970174,263.307387,415.473252,678.780640,3,8
92978364,265.257365,352.271028,617.528393,4,6
93073207,280.824120,373.385932,654.210052,4,6
93089888,255.631882,425.384442,681.016325,1,7
93406785,268.145968,393.546576,661.692543,1,8
93661949,264.853649,387.599635,652.453284,2,5
93696435,218.914567,415.051658,633.966225,2,7
93784092,196.780678,475.598835,672.379513,3,5
94071036,259.769934,406.934336,666.704270,2,5
94075027,241.533092,462.492591,704.025683,2,6
94160945,242.633563,414.654375,657.287938,4,5
94258933,218.728077,506.406862,725.134939,1,6
94267746,290.766513,406.629835,697.396349,4,6
94285326,422.993269,267.279869,690.273139,2,5
94354052,247.466320,430.836654,678.302974,1,5
94382076,275.903959,416.222444,692.126403,4,7
94420157,414.808635,247.186697,661.995332,2,5
95156673,279.127452,347.704246,626.831698,1,7
95244010,264.691540,434.740907,699.432447,3,6
95580947,217.440243,435.227226,652.667469,4,5
96036580,262.043263,435.205352,697.248614,3,5
96274401,190.524862,469.819141,660.344003,2,8
96276287,259.052556,398.992149,658.044704,3,5
96316975,249.995215,409.384167,659.379383,4,8
96348462,266.140528,391.454122,657.594650,4,6
96363871,135.972698,504.019601,639.992299,4,7
96433398,229.360893,411.843913,641.204806,1,6
96484084,281.567370,383.477202,665.044573,1,7
96511266,229.234711,430.171770,659.406481,2,7
96544893,246.782456,409.061040,655.843496,3,5
96710426,247.823799,420.557499,668.381298,3,8
96732214,245.984687,403.289831,649.274518,4,5
96865997,236.660576,475.656015,712.316591,4,6
96908018,204.294705,480.357333,684.652038,1,5
97042844,276.162534,372.352374,648.514908,4,6
97262222,237.944224,440.988150,678.932375,2,7
97417230,273.752027,403.113277,676.865304,2,7
97543228,276.330818,408.262717,684.593535,1,8
97583282,269.535965,428.002794,697.538760,3,5
98112887,287.965327,374.733529,662.698856,1,7
98171636,222.184735,413.546296,635.731031,3,8
98225188,322.181042,327.909337,650.090379,3,8
98844584,311.914257,406.137552,718.051809,2,5
98930102,186.002006,506.455211,692.457217,3,6
98940804,238.544902,487.436149,725.981051,1,6
99041378,285.957394,357.812033,643.769427,1,7
99047601,272.435393,388.941601,661.376994,2,8
99247864,265.312247,395.603051,660.915298,1,7
99388672,225.404893,469.066289,694.471181,2,8
99458921,215.965930,424.068592,640.034522,1,5
99479344,260.485670,358.437188,618.922858,3,6
99589253,310.358027,383.252370,693.610397,1,7
99831526,282.538983,368.342901,650.881884,1,7
99831760,230.959639,433.292603,664.252243,2,7
99943504,232.370909,423.693543,656.064453,1,6
